username,feedback,score,at,app_version
"Dr. Aisyah Pranowo, M.TI.",Udah nyoba berkali-kali tetep gk bisa.,2,2024-01-05 13:17:08,4.1.0
Vanya Hartati,"Sering eror, ga recommended.",3,2024-01-27 8:51:10,4.1.0
Lala Winarsih,"Gagal terus, tolong dong diperbaiki!",3,2024-04-18 21:18:02,4.1.0
R.A. Fathonah Samosir,"Sering eror, ga recommended.",1,2024-09-06 6:15:01,4.1.0
"Mahesa Saputra, S.I.Kom",,4,2024-07-29 5:06:51,4.1.0
Raditya Pudjiastuti,Aplikasinya suka ngelag parah,3,2024-01-11 1:14:47,4.1.0
"R.A. Novi Hartati, S.Farm","Payah, gk bisa dipake sama sekali.",1,2024-09-25 13:22:04,4.1.0
Dr. Rizki Maheswara,"Gagal terus, tolong dong diperbaiki!",2,2024-06-25 22:57:27,4.1.0
Ciaobella Irawan,"Cepat dan responsif, saya suka.",5,2024-06-02 11:30:11,4.1.0
Julia Pranowo,"Layanan memuaskan, fitur lengkap.",5,2024-06-23 5:15:50,4.1.0
Zulfa Maulana,"Payah, gk bisa dipake sama sekali.",3,2024-03-10 13:58:50,4.1.0
"Cut Yani Laksmiwati, M.Ak","Lemot bgt app ini, fix uninstall.",1,2024-04-15 23:48:44,4.1.0
Olivia Hartati,"Lancar jaya bro, gk ada error.",5,2024-07-08 10:25:56,4.1.0
"Cut Eka Habibi, S.Pt","Lemot bgt app ini, fix uninstall.",3,2024-05-04 6:21:08,4.1.0
"Cut Kasiyah Nashiruddin, M.Farm","Pokoknya juara, the best dah.",5,2024-04-12 23:37:27,4.1.0
"Karja Mansur, S.IP","Gak bisa checkout, tolong perbaiki dong!",2,2024-02-26 23:47:37,4.1.0
drg. Siska Wibowo,"Gagal terus, tolong dong diperbaiki!",2,2024-06-05 16:00:25,4.1.0
"Uda Iswahyudi, M.M.","Cepat dan responsif, saya suka.",4,2024-01-28 1:28:11,4.1.0
Nugraha Pradana,"Lancar jaya bro, gk ada error.",4,2024-10-21 21:02:01,4.1.0
Nrima Purnawati,Lambat banget! ga enak dipake,2,2024-01-22 3:05:17,4.1.0
Cut Natalia Pudjiastuti,"Gak bisa checkout, tolong perbaiki dong!",1,2024-04-11 16:40:15,4.1.0
drg. Harjaya Latupono,"Gak bisa checkout, tolong perbaiki dong!",2,2024-06-08 16:12:21,4.1.0
"Almira Saragih, S.E.I",Aplikasinya suka ngelag parah,1,2024-08-13 2:37:09,4.1.0
Ira Pangestu,"App-nya keren, mantul!",4,2024-01-23 15:10:17,4.1.0
"R. Maria Hidayat, S.E.",Udah nyoba berkali-kali tetep gk bisa.,2,2024-02-04 14:19:56,4.1.0
drg. Iriana Suartini,"Gagal terus, tolong dong diperbaiki!",1,2024-10-11 3:15:35,4.1.0
"Tgk. Ira Thamrin, S.I.Kom","Gak bisa checkout, tolong perbaiki dong!",1,2024-07-19 19:03:57,4.1.0
Warsita Thamrin,"Mantap, semuanya lancar.",5,2024-07-03 17:52:09,4.1.0
"Ade Ramadan, S.Ked","Lemot bgt app ini, fix uninstall.",1,2024-08-20 15:56:43,4.1.0
"Kamila Tarihoran, M.M.",Aplikasinya bagus banget!,4,2024-06-26 1:15:12,4.1.0
"Drs. Gilang Dongoran, S.Pt","Payah, gk bisa dipake sama sekali.",1,2024-05-31 21:11:15,4.1.0
Yuni Agustina,Udah nyoba berkali-kali tetep gk bisa.,1,2024-06-10 15:04:34,4.1.0
Luthfi Nuraini,"Gagal terus, tolong dong diperbaiki!",3,2024-03-26 4:31:49,4.1.0
Wawan Maryati,Lambat banget! ga enak dipake,3,2024-09-03 4:13:02,4.1.0
Clara Riyanti,"App ini mantap betul, gk kecewa.",5,2024-02-09 10:12:24,4.1.0
"Emin Kusumo, S.Farm","Lemot bgt app ini, fix uninstall.",1,2024-07-11 11:34:34,4.1.0
"Ir. Uda Kuswandari, S.Sos","Lancar jaya bro, gk ada error.",5,2024-02-10 9:25:07,4.1.0
Daruna Haryanto,"Gak bisa checkout, tolong perbaiki dong!",2,2024-07-24 15:17:23,4.1.0
Anita Hassanah,"Gagal terus, tolong dong diperbaiki!",2,2024-02-26 16:02:00,4.1.0
"Banara Mayasari, S.Psi","App-nya keren, mantul!",4,2024-03-23 15:19:01,4.1.0
Ajimin Maheswara,"Males banget, tiap buka loading terus.",2,2024-01-08 4:10:04,4.1.0
Laksana Gunarto,"Mantap, semuanya lancar.",4,2024-05-18 9:02:09,4.1.0
Luis Hutapea,"Gak bisa checkout, tolong perbaiki dong!",1,2024-05-14 6:34:16,4.1.0
"Devi Megantara, S.Gz","Gak bisa checkout, tolong perbaiki dong!",3,2024-07-23 9:07:44,4.1.0
Galuh Putra,"Mantap, semuanya lancar.",4,2024-08-07 14:35:57,4.1.0
Adinata Kurniawan,"Sering eror, ga recommended.",3,2024-01-04 13:47:36,4.1.0
"R. Dadi Uyainah, M.M.","Mantap, semuanya lancar.",4,2024-10-12 20:44:32,4.1.0
Hilda Rajasa,"Pokoknya juara, the best dah.",4,2024-02-21 7:03:15,4.1.0
Raharja Suryatmi,"Layanan memuaskan, fitur lengkap.",4,2024-09-14 16:50:50,4.1.0
Prima Mustofa,"Males banget, tiap buka loading terus.",3,2024-07-26 1:00:54,4.1.0
Gatra Hasanah,"Layanan memuaskan, fitur lengkap.",5,2024-09-07 10:36:03,4.1.0
Jessica Hasanah,"Cepat dan responsif, saya suka.",4,2024-03-29 16:32:53,4.1.0
"Zamira Iswahyudi, S.H.","Mantul, pokoknya aplikasi ini juara deh!",4,2024-04-01 14:32:16,4.1.0
Zelda Andriani,"Gagal terus, tolong dong diperbaiki!",1,2024-02-28 22:13:07,4.1.0
Raisa Budiman,"App ini mantap betul, gk kecewa.",5,2024-06-09 9:03:21,4.1.0
Widya Purnawati,"Gak bisa checkout, tolong perbaiki dong!",2,2024-02-23 22:17:42,4.1.0
"Dt. Virman Laksita, S.Psi","Layanan memuaskan, fitur lengkap.",4,2024-05-27 19:22:02,4.1.0
"Dr. Sari Wahyudin, M.TI.",Aplikasinya bagus banget!,4,2024-02-07 1:51:02,4.1.0
Cut Ilsa Winarno,"Sipp, gk ada masalah, mantap.",4,2024-01-23 17:03:00,4.1.0
"Drs. Emil Hardiansyah, S.I.Kom",Udah nyoba berkali-kali tetep gk bisa.,3,2024-10-02 6:51:14,4.1.0
"Dr. Zamira Astuti, S.Pt","App-nya keren, mantul!",5,2024-07-22 20:16:00,4.1.0
Kawaca Mangunsong,"Sering eror, ga recommended.",2,2024-01-11 18:24:03,4.1.0
Titin Maryadi,"Cepat dan responsif, saya suka.",4,2024-04-10 17:27:41,4.1.0
"drg. Zelaya Hassanah, M.Kom.","Mantap, semuanya lancar.",5,2024-08-10 14:24:18,4.1.0
Muni Prasasta,Lambat banget! ga enak dipake,1,2024-01-31 2:43:23,4.1.0
"Dt. Bakti Nugroho, S.IP","Males banget, tiap buka loading terus.",2,2024-06-12 14:10:59,4.1.0
Hafshah Suartini,"Sipp, gk ada masalah, mantap.",4,2024-08-02 10:00:16,4.1.0
Dr. Manah Suwarno,Aplikasinya suka ngelag parah,2,2024-07-27 9:31:55,4.1.0
Sutan Rizki Suryatmi,"App ini mantap betul, gk kecewa.",5,2024-08-02 12:33:00,4.1.0
Cecep Maryati,"Sipp, gk ada masalah, mantap.",4,2024-04-20 15:21:24,4.1.0
Puti Puput Anggraini,,2,2024-07-17 7:56:54,4.1.0
Bakidin Utama,"Cepat dan responsif, saya suka.",5,2024-06-27 12:53:03,4.1.0
Saka Lestari,"Sipp, gk ada masalah, mantap.",4,2024-03-03 4:23:39,4.1.0
"Dr. Eluh Maryati, S.T.","Layanan memuaskan, fitur lengkap.",5,2024-03-17 11:31:47,4.1.0
Najib Hastuti,"Sering eror, ga recommended.",1,2024-08-31 2:17:16,4.1.0
drg. Syahrini Andriani,"Lancar jaya bro, gk ada error.",4,2024-09-07 14:58:17,4.1.0
"Hj. Anastasia Kuswandari, M.Ak","Sering eror, ga recommended.",2,2024-01-11 14:02:07,4.1.0
Dr. Diana Salahudin,"Males banget, tiap buka loading terus.",3,2024-02-06 16:27:58,4.1.0
Jamil Purnawati,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-07-05 2:22:11,4.1.0
"Darijan Pertiwi, S.Psi","Gak bisa checkout, tolong perbaiki dong!",3,2024-06-18 5:58:44,4.1.0
"Tgk. Mila Permata, S.T.","Payah, gk bisa dipake sama sekali.",3,2024-01-07 6:53:45,4.1.0
"Kajen Mulyani, S.T.","Payah, gk bisa dipake sama sekali.",2,2024-08-25 14:37:02,4.1.0
Jinawi Nasyidah,"Gak bisa checkout, tolong perbaiki dong!",1,2024-01-23 10:27:47,4.1.0
dr. Elon Maryadi,"Sipp, gk ada masalah, mantap.",4,2024-05-28 18:01:33,4.1.0
dr. Daryani Lestari,"Cepat dan responsif, saya suka.",5,2024-08-15 17:16:39,4.1.0
H. Galuh Marpaung,"App ini mantap betul, gk kecewa.",4,2024-03-30 16:27:06,4.1.0
"Ibrahim Siregar, S.E.","Pokoknya juara, the best dah.",4,2024-02-26 6:44:36,4.1.0
Bancar Halimah,Lambat banget! ga enak dipake,1,2024-09-20 0:21:44,4.1.0
Ajeng Rahimah,"Cepat dan responsif, saya suka.",4,2024-05-06 23:59:19,4.1.0
Cemani Yuniar,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-06-17 23:08:48,4.1.0
Wirda Simbolon,"Sering eror, ga recommended.",1,2024-08-03 23:57:02,4.1.0
Dimas Tarihoran,"Lemot bgt app ini, fix uninstall.",2,2024-10-19 3:58:45,4.1.0
"Dr. Laras Megantara, S.Gz","Lemot bgt app ini, fix uninstall.",1,2024-04-11 18:16:33,4.1.0
"dr. Amelia Latupono, S.Farm","Sering eror, ga recommended.",1,2024-09-12 16:48:53,4.1.0
"dr. Shakila Kusumo, S.IP","Aduh app-nya error mulu, ga bener.",2,2024-05-30 13:16:45,4.1.0
Galang Nainggolan,"Cepat dan responsif, saya suka.",5,2024-10-17 0:57:32,4.1.0
"Rini Firmansyah, S.H.","Aduh app-nya error mulu, ga bener.",1,2024-06-05 20:35:12,4.1.0
Harsaya Wahyudin,,3,2024-02-09 6:11:21,4.1.0
Jail Rahmawati,Aplikasinya bagus banget!,4,2024-02-07 23:01:05,4.1.0
"KH. Luluh Megantara, S.Ked",Aplikasinya suka ngelag parah,2,2024-01-04 8:47:01,4.1.0
Zaenab Sitorus,Lambat banget! ga enak dipake,2,2024-06-14 9:42:51,4.1.0
Siti Wacana,Udah nyoba berkali-kali tetep gk bisa.,2,2024-07-31 19:21:13,4.1.0
Yuni Dabukke,"Payah, gk bisa dipake sama sekali.",2,2024-02-28 12:45:56,4.1.0
"Kusuma Anggriawan, S.H.","Sipp, gk ada masalah, mantap.",4,2024-07-01 23:15:33,4.1.0
"Martana Irawan, S.I.Kom","Gagal terus, tolong dong diperbaiki!",2,2024-10-18 1:40:28,4.1.0
Widya Permadi,"Males banget, tiap buka loading terus.",1,2024-09-30 2:49:53,4.1.0
"Rahman Damanik, S.Kom","Lemot bgt app ini, fix uninstall.",3,2024-07-28 14:22:42,4.1.0
drg. Maria Winarno,"App-nya keren, mantul!",4,2024-03-27 20:57:47,4.1.0
"R.A. Zahra Tamba, S.Kom","Payah, gk bisa dipake sama sekali.",3,2024-03-08 17:12:16,4.1.0
Mulya Prabowo,Aplikasinya suka ngelag parah,3,2024-03-11 7:57:48,4.1.0
"Ir. Puti Adriansyah, S.Psi","Gagal terus, tolong dong diperbaiki!",3,2024-09-25 10:07:14,4.1.0
"Puti Ade Mangunsong, S.Sos","Sipp, gk ada masalah, mantap.",5,2024-04-14 4:14:55,4.1.0
Maya Farida,"App ini mantap betul, gk kecewa.",4,2024-05-02 2:03:07,4.1.0
"Ir. Gambira Situmorang, S.T.","Lancar jaya bro, gk ada error.",4,2024-03-14 8:24:47,4.1.0
"Eva Hidayat, S.Pd",Aplikasinya suka ngelag parah,3,2024-05-06 9:50:05,4.1.0
Carla Uwais,Udah nyoba berkali-kali tetep gk bisa.,2,2024-07-12 6:40:07,4.1.0
Talia Wulandari,"Gagal terus, tolong dong diperbaiki!",1,2024-04-26 5:16:15,4.1.0
Puti Mila Widiastuti,"Males banget, tiap buka loading terus.",1,2024-09-19 10:59:12,4.1.0
Bagas Mulyani,"Lancar jaya bro, gk ada error.",4,2024-09-24 0:43:11,4.1.0
Karta Megantara,Udah nyoba berkali-kali tetep gk bisa.,3,2024-04-21 0:07:46,4.1.0
Amalia Kusumo,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-02-27 7:41:19,4.1.0
Elisa Jailani,Udah nyoba berkali-kali tetep gk bisa.,3,2024-03-04 14:59:55,4.1.0
"Prayitna Suryono, S.E.I","Mantap, semuanya lancar.",4,2024-10-02 0:43:00,4.1.0
Hafshah Aryani,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-02-21 21:53:33,4.1.0
"Budi Prakasa, S.H.","Gak bisa checkout, tolong perbaiki dong!",1,2024-08-20 2:29:18,4.1.0
Karman Megantara,"Payah, gk bisa dipake sama sekali.",2,2024-09-12 20:29:33,4.1.0
"drg. Gaduh Namaga, S.Pd",Aplikasinya bagus banget!,5,2024-01-05 12:59:09,4.1.0
Rahmi Pudjiastuti,"Lemot bgt app ini, fix uninstall.",3,2024-04-29 13:23:41,4.1.0
Gangsar Sihombing,"Mantap, semuanya lancar.",5,2024-06-26 19:22:41,4.1.0
Cinta Saragih,"Gak bisa checkout, tolong perbaiki dong!",3,2024-02-23 19:02:01,4.1.0
"dr. Cinta Latupono, M.Kom.",Lambat banget! ga enak dipake,1,2024-02-26 20:54:21,4.1.0
R.A. Olivia Haryanto,"Gagal terus, tolong dong diperbaiki!",2,2024-04-28 17:20:46,4.1.0
Elon Irawan,"Lancar jaya bro, gk ada error.",5,2024-09-01 17:51:40,4.1.0
Ilsa Suryatmi,"Sipp, gk ada masalah, mantap.",4,2024-05-25 15:17:58,4.1.0
Maida Budiyanto,"Lemot bgt app ini, fix uninstall.",2,2024-09-10 0:23:35,4.1.0
"R.M. Mariadi Siregar, S.H.","Gak bisa checkout, tolong perbaiki dong!",2,2024-09-28 17:04:18,4.1.0
"Drs. Aswani Usamah, S.Farm","Payah, gk bisa dipake sama sekali.",2,2024-02-18 0:49:48,4.1.0
Maida Uwais,Udah nyoba berkali-kali tetep gk bisa.,3,2024-08-23 12:30:33,4.1.0
Diah Melani,"Payah, gk bisa dipake sama sekali.",2,2024-08-28 9:54:58,4.1.0
Aisyah Siregar,"App-nya keren, mantul!",4,2024-01-28 9:56:24,4.1.0
Julia Yuliarti,Aplikasinya suka ngelag parah,3,2024-04-12 1:48:58,4.1.0
"R.M. Jabal Dabukke, S.Farm","Pokoknya juara, the best dah.",4,2024-09-27 9:04:07,4.1.0
"dr. Digdaya Rahmawati, S.Farm","Gak bisa checkout, tolong perbaiki dong!",1,2024-04-03 21:48:05,4.1.0
Jagaraga Siregar,"Sering eror, ga recommended.",1,2024-08-16 10:55:50,4.1.0
Dalimin Haryanto,"Sering eror, ga recommended.",3,2024-02-07 15:50:07,4.1.0
"R. Kania Rahayu, S.H.",Udah nyoba berkali-kali tetep gk bisa.,1,2024-07-17 8:56:03,4.1.0
Adiarja Firgantoro,"Aduh app-nya error mulu, ga bener.",2,2024-05-25 0:14:41,4.1.0
Julia Pratama,"Gak bisa checkout, tolong perbaiki dong!",2,2024-09-22 9:58:47,4.1.0
Dr. Bagya Sihotang,"Pokoknya juara, the best dah.",4,2024-02-09 5:51:06,4.1.0
"Purwanto Najmudin, S.E.","Gagal terus, tolong dong diperbaiki!",2,2024-08-03 15:06:56,4.1.0
Cahyanto Oktaviani,Aplikasinya suka ngelag parah,1,2024-02-21 2:33:54,4.1.0
Agus Hutagalung,"Payah, gk bisa dipake sama sekali.",2,2024-03-31 13:39:14,4.1.0
Fitriani Palastri,"Aduh app-nya error mulu, ga bener.",1,2024-07-28 6:00:12,4.1.0
Ega Lailasari,"Pokoknya juara, the best dah.",5,2024-03-25 22:50:28,4.1.0
Tina Ramadan,"Males banget, tiap buka loading terus.",1,2024-01-26 22:58:01,4.1.0
Dt. Arta Wibowo,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-02-14 15:36:50,4.1.0
Maria Najmudin,Lambat banget! ga enak dipake,2,2024-09-25 20:10:40,4.1.0
Eva Yolanda,"Payah, gk bisa dipake sama sekali.",2,2024-05-01 13:05:36,4.1.0
"Dipa Pratama, M.Pd","Gagal terus, tolong dong diperbaiki!",3,2024-06-05 12:37:47,4.1.0
Tgk. Anggabaya Prayoga,"Males banget, tiap buka loading terus.",2,2024-09-18 10:52:33,4.1.0
Kadir Mayasari,"Mantap, semuanya lancar.",4,2024-01-26 10:30:40,4.1.0
Harjaya Riyanti,Lambat banget! ga enak dipake,2,2024-02-06 21:34:38,4.1.0
Queen Saefullah,"Lemot bgt app ini, fix uninstall.",2,2024-06-03 13:38:02,4.1.0
R. Kasiran Hutapea,"Sipp, gk ada masalah, mantap.",4,2024-04-24 8:11:07,4.1.0
Titin Narpati,Lambat banget! ga enak dipake,2,2024-09-10 18:54:41,4.1.0
Wani Prasasta,"Aduh app-nya error mulu, ga bener.",2,2024-08-23 16:02:14,4.1.0
Syahrini Gunawan,"Payah, gk bisa dipake sama sekali.",2,2024-03-24 8:21:04,4.1.0
Diana Dabukke,"Pokoknya juara, the best dah.",4,2024-01-16 1:39:11,4.1.0
Jessica Situmorang,"Cepat dan responsif, saya suka.",5,2024-04-07 14:30:29,4.1.0
"Maida Saputra, S.H.","Pokoknya juara, the best dah.",5,2024-09-11 1:44:35,4.1.0
Uchita Hariyah,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-10-07 18:40:44,4.1.0
Leo Kuswoyo,Lambat banget! ga enak dipake,2,2024-08-05 19:01:39,4.1.0
Wadi Anggriawan,"App ini mantap betul, gk kecewa.",4,2024-03-14 10:39:16,4.1.0
Cemplunk Mardhiyah,"Layanan memuaskan, fitur lengkap.",4,2024-03-17 4:56:35,4.1.0
"Farhunnisa Pranowo, M.TI.","Gagal terus, tolong dong diperbaiki!",1,2024-09-03 3:56:01,4.1.0
Harjaya Pradipta,"Pokoknya juara, the best dah.",5,2024-03-09 8:12:11,4.1.0
Talia Utama,"Payah, gk bisa dipake sama sekali.",3,2024-02-10 8:50:22,4.1.0
"R.A. Nova Samosir, M.Farm",Lambat banget! ga enak dipake,3,2024-10-21 12:44:48,4.1.0
Raharja Manullang,"Lancar jaya bro, gk ada error.",4,2024-05-11 19:22:48,4.1.0
Tirta Ardianto,"Gagal terus, tolong dong diperbaiki!",3,2024-02-14 2:30:09,4.1.0
Darsirah Widiastuti,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-07-24 19:04:37,4.1.0
"Ir. Wani Putra, M.Kom.","Gak bisa checkout, tolong perbaiki dong!",3,2024-04-09 0:17:08,4.1.0
"Jasmin Napitupulu, S.Psi","Lancar jaya bro, gk ada error.",5,2024-06-08 22:56:50,4.1.0
Hasan Firgantoro,Aplikasinya bagus banget!,4,2024-01-06 20:30:04,4.1.0
"Prabowo Wibowo, S.I.Kom","Layanan memuaskan, fitur lengkap.",5,2024-09-04 22:22:58,4.1.0
Queen Puspasari,Aplikasinya suka ngelag parah,2,2024-04-29 10:55:46,4.1.0
R. Febi Prastuti,"Males banget, tiap buka loading terus.",2,2024-02-04 15:30:07,4.1.0
Jagapati Hasanah,"Lancar jaya bro, gk ada error.",5,2024-08-07 17:11:41,4.1.0
Dipa Waluyo,"Males banget, tiap buka loading terus.",2,2024-09-28 16:43:44,4.1.0
"Drs. Farah Permadi, S.Kom","Gak bisa checkout, tolong perbaiki dong!",2,2024-05-06 6:07:19,4.1.0
"Ibrani Simbolon, M.Farm","Gak bisa checkout, tolong perbaiki dong!",3,2024-04-02 7:15:38,4.1.0
Lala Mustofa,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-05-27 17:40:46,4.1.0
Mitra Wibisono,"Males banget, tiap buka loading terus.",1,2024-03-12 6:47:07,4.1.0
Nasrullah Hardiansyah,"Sipp, gk ada masalah, mantap.",5,2024-02-20 20:09:37,4.1.0
"Ikin Hutagalung, S.I.Kom","Gagal terus, tolong dong diperbaiki!",1,2024-03-21 9:33:38,4.1.0
Danang Najmudin,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-10-15 13:56:00,4.1.0
Purwa Usamah,Lambat banget! ga enak dipake,1,2024-10-17 1:16:17,4.1.0
"Koko Nuraini, M.TI.","App-nya keren, mantul!",4,2024-08-11 12:40:13,4.1.0
Agnes Hassanah,"Lemot bgt app ini, fix uninstall.",3,2024-05-13 21:57:24,4.1.0
Raditya Haryanti,"Lancar jaya bro, gk ada error.",4,2024-04-01 13:55:24,4.1.0
Cahyo Hakim,"Sering eror, ga recommended.",2,2024-07-17 3:25:01,4.1.0
Zulfa Nurdiyanti,"Gak bisa checkout, tolong perbaiki dong!",3,2024-08-22 8:29:06,4.1.0
"Ratih Ardianto, S.IP",Aplikasinya suka ngelag parah,1,2024-03-14 2:27:28,4.1.0
"Jessica Kusumo, S.Pd","Mantap, semuanya lancar.",4,2024-08-17 15:47:03,4.1.0
"R.M. Bahuwirya Siregar, S.T.","Gak bisa checkout, tolong perbaiki dong!",1,2024-05-24 8:34:35,4.1.0
Prasetyo Nuraini,"Mantap, semuanya lancar.",4,2024-06-19 10:06:00,4.1.0
"Rahmi Hastuti, S.Psi","Sering eror, ga recommended.",3,2024-06-17 8:05:50,4.1.0
Balidin Maryadi,"Payah, gk bisa dipake sama sekali.",1,2024-03-07 18:32:02,4.1.0
Harto Damanik,"Layanan memuaskan, fitur lengkap.",4,2024-04-15 20:47:06,4.1.0
"T. Cahyo Anggraini, S.T.","Gagal terus, tolong dong diperbaiki!",3,2024-04-14 20:47:11,4.1.0
Uli Wibowo,Udah nyoba berkali-kali tetep gk bisa.,2,2024-06-04 3:36:08,4.1.0
Bala Hakim,Aplikasinya bagus banget!,5,2024-09-16 16:18:00,4.1.0
Nadine Hutasoit,,1,2024-06-08 15:04:09,4.1.0
"T. Parman Suartini, S.Sos","Payah, gk bisa dipake sama sekali.",1,2024-01-25 15:22:16,4.1.0
Rika Habibi,Udah nyoba berkali-kali tetep gk bisa.,1,2024-04-09 7:25:43,4.1.0
Mala Januar,"Pokoknya juara, the best dah.",4,2024-02-17 5:45:38,4.1.0
Mutia Saragih,"Payah, gk bisa dipake sama sekali.",3,2024-05-01 3:09:31,4.1.0
"Ikhsan Halimah, S.Sos","Sering eror, ga recommended.",1,2024-05-04 7:41:17,4.1.0
"Kamila Prastuti, S.E.","App-nya keren, mantul!",5,2024-10-14 0:38:43,4.1.0
Kawaca Pranowo,"Lemot bgt app ini, fix uninstall.",2,2024-01-27 20:34:45,4.1.0
Hj. Tiara Saptono,"Payah, gk bisa dipake sama sekali.",3,2024-04-25 20:52:00,4.1.0
Tgk. Purwadi Handayani,"Sipp, gk ada masalah, mantap.",5,2024-05-20 1:39:16,4.1.0
Martana Latupono,Aplikasinya suka ngelag parah,3,2024-01-12 16:02:34,4.1.0
"Tgk. Ophelia Simanjuntak, M.Ak","App ini mantap betul, gk kecewa.",4,2024-01-19 20:01:03,4.1.0
Tgk. Diah Nugroho,"Aduh app-nya error mulu, ga bener.",1,2024-05-31 14:11:32,4.1.0
Laras Novitasari,"Aduh app-nya error mulu, ga bener.",2,2024-10-10 5:14:44,4.1.0
Ir. Zaenab Hartati,"Sering eror, ga recommended.",2,2024-10-06 18:47:15,4.1.0
"R.M. Harja Agustina, S.H.","Gak bisa checkout, tolong perbaiki dong!",2,2024-02-22 5:53:16,4.1.0
Mujur Nainggolan,"Lancar jaya bro, gk ada error.",5,2024-01-01 21:28:05,4.1.0
Candra Yolanda,Lambat banget! ga enak dipake,2,2024-10-14 21:31:33,4.1.0
"T. Mursinin Hutapea, S.Pd",,5,2024-01-29 0:07:09,4.1.0
Danu Laksita,"Sering eror, ga recommended.",1,2024-01-17 12:15:31,4.1.0
"Titin Manullang, M.Pd",Aplikasinya suka ngelag parah,3,2024-02-22 2:18:07,4.1.0
"Sutan Jaga Fujiati, S.Farm","Mantul, pokoknya aplikasi ini juara deh!",5,2024-09-24 22:58:48,4.1.0
"drg. Wirda Prasetya, S.IP","Gak bisa checkout, tolong perbaiki dong!",2,2024-06-14 8:44:40,4.1.0
Padmi Pradipta,"Aduh app-nya error mulu, ga bener.",3,2024-01-23 20:58:15,4.1.0
"Banawa Natsir, S.I.Kom","Cepat dan responsif, saya suka.",5,2024-08-06 1:24:31,4.1.0
Hartana Andriani,"Layanan memuaskan, fitur lengkap.",4,2024-03-09 19:12:15,4.1.0
Ega Purwanti,Udah nyoba berkali-kali tetep gk bisa.,1,2024-08-01 18:52:19,4.1.0
Cici Hastuti,"Payah, gk bisa dipake sama sekali.",2,2024-05-18 14:50:34,4.1.0
"Padmi Wacana, S.Pt","App ini mantap betul, gk kecewa.",4,2024-07-01 9:03:30,4.1.0
Maida Tamba,Udah nyoba berkali-kali tetep gk bisa.,1,2024-08-16 7:55:31,4.1.0
"Asirwanda Halimah, S.Pd",Aplikasinya bagus banget!,5,2024-08-31 20:40:33,4.1.0
Ella Puspasari,"Aduh app-nya error mulu, ga bener.",3,2024-05-29 7:18:11,4.1.0
"Citra Usamah, S.T.","Sering eror, ga recommended.",1,2024-05-24 0:54:47,4.1.0
Dr. Indra Wahyuni,"Payah, gk bisa dipake sama sekali.",2,2024-04-10 18:01:57,4.1.0
Ghaliyati Natsir,Udah nyoba berkali-kali tetep gk bisa.,3,2024-05-24 2:01:48,4.1.0
Tirtayasa Putra,,4,2024-06-01 4:18:03,4.1.0
Jaya Permadi,"Gagal terus, tolong dong diperbaiki!",3,2024-05-29 14:09:40,4.1.0
Prayitna Najmudin,"Gak bisa checkout, tolong perbaiki dong!",3,2024-05-08 4:07:06,4.1.0
Mursinin Kurniawan,"Gagal terus, tolong dong diperbaiki!",1,2024-09-29 0:02:07,4.1.0
Unjani Wasita,"Pokoknya juara, the best dah.",4,2024-09-30 12:12:23,4.1.0
Taswir Wasita,"Lancar jaya bro, gk ada error.",4,2024-02-28 10:33:55,4.1.0
"Drs. Yance Najmudin, M.Pd",Udah nyoba berkali-kali tetep gk bisa.,1,2024-06-22 5:46:58,4.1.0
T. Galih Nashiruddin,"Sering eror, ga recommended.",2,2024-01-03 17:23:18,4.1.0
Pangeran Haryanti,"Layanan memuaskan, fitur lengkap.",4,2024-09-13 6:12:36,4.1.0
"Malika Wasita, S.Ked",Udah nyoba berkali-kali tetep gk bisa.,1,2024-04-16 19:02:00,4.1.0
"Pia Rahayu, S.Ked",Aplikasinya bagus banget!,5,2024-09-28 16:58:38,4.1.0
Titin Siregar,Lambat banget! ga enak dipake,2,2024-07-19 2:18:42,4.1.0
drg. Ifa Pudjiastuti,Lambat banget! ga enak dipake,3,2024-08-20 20:20:54,4.1.0
Irma Prasetya,"Gak bisa checkout, tolong perbaiki dong!",2,2024-05-29 1:11:37,4.1.0
Jaiman Budiyanto,"Cepat dan responsif, saya suka.",4,2024-06-09 0:56:03,4.1.0
Rika Adriansyah,"Aduh app-nya error mulu, ga bener.",3,2024-01-26 3:35:20,4.1.0
Padma Sitorus,Lambat banget! ga enak dipake,1,2024-04-24 21:53:40,4.1.0
"Sari Hutasoit, S.Sos","Sering eror, ga recommended.",3,2024-06-25 18:08:31,4.1.0
"Dt. Gilang Safitri, S.Farm","Males banget, tiap buka loading terus.",3,2024-05-27 1:43:26,4.1.0
Paiman Widodo,"Lemot bgt app ini, fix uninstall.",1,2024-08-22 23:30:41,4.1.0
"Gantar Maheswara, S.Sos","Lemot bgt app ini, fix uninstall.",1,2024-08-21 5:03:56,4.1.0
